Database | Timingchain (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | gearbox(Clone) (UnityEngine.GameObject) | Removal | Mass | 11
SATSUMA(557kg) | gearbox(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | gearbox(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 36
SATSUMA(557kg) | gearbox(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 56
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | wheel rally rl(Clone) (UnityEngine.GameObject) | Removal | Mass | 12
SATSUMA(557kg) | wheel rally rl(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | wheel rally rl(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | wheel rally rl(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | wheel rally rl(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | clutch pressure plate(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | wheel rally fr(Clone) (UnityEngine.GameObject) | Removal | Mass | 12
SATSUMA(557kg) | wheel rally fr(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | wheel rally fr(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | wheel rally fr(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | wheel rally fr(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | spark plug 2(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.2
SATSUMA(557kg) | spark plug 2(Clone) (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | spark plug 2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | spark plug 2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | spark plug 2(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | dashboard(Clone) (UnityEngine.GameObject) | Removal | Mass | 7
SATSUMA(557kg) | dashboard(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | dashboard(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
SATSUMA(557kg) | dashboard(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | head gasket(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | dashboard meters(Clone) (UnityEngine.GameObject) | Removal | Mass | 2
SATSUMA(557kg) | dashboard meters(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | dashboard meters(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
SATSUMA(557kg) | dashboard meters(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | water pump pulley(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | water pump pulley(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | water pump pulley(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 22
SATSUMA(557kg) | water pump pulley(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | piston2(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | piston2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | piston2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | piston2(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | piston2(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | oilpan(Clone) (UnityEngine.GameObject) | Removal | Mass | 3
SATSUMA(557kg) | oilpan(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | oilpan(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 15
SATSUMA(557kg) | oilpan(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 64
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | camshaft(Clone) (UnityEngine.GameObject) | Removal | Mass | 3
SATSUMA(557kg) | camshaft(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | camshaft(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
SATSUMA(557kg) | camshaft(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | racing exhaust(Clone) (UnityEngine.GameObject) | Removal | Pos | 0
SATSUMA(557kg) | racing exhaust(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | racing exhaust(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | racing exhaust(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 2000000
SATSUMA(557kg) | racing exhaust(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | main bearing2(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | main bearing2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | main bearing2(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
SATSUMA(557kg) | main bearing2(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | main bearing2(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | timing cover(Clone) (UnityEngine.GameObject) | Removal | Mass | 2
SATSUMA(557kg) | timing cover(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | timing cover(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 28
SATSUMA(557kg) | timing cover(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 48
SATSUMA(557kg) | oil filter(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | oil filter(Clone) (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | oil filter(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | oil filter(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | oil filter(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | electrics(Clone) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | electrics(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | electrics(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
SATSUMA(557kg) | electrics(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | fan belt(Clone) (UnityEngine.GameObject) | Removal | AlternatorRot | 0
SATSUMA(557kg) | fan belt(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | fuel pump(Clone) (UnityEngine.GameObject) | Removal | Mass | 0.5
SATSUMA(557kg) | fuel pump(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | fuel pump(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
SATSUMA(557kg) | fuel pump(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | fuel pump(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | crankshaft(Clone) (UnityEngine.GameObject) | Removal | Mass | 4
SATSUMA(557kg) | crankshaft(Clone) (UnityEngine.GameObject) | HandRotate | Scroll | 0
SATSUMA(557kg) | Wipers (UnityEngine.GameObject) | Function | Delay | 3
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Rotation | Anim | -1
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Rotation | Rounds | 0
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Health | 0
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Pitch | 0
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Rotation | 0
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Scale | 1.1
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Scale1 | 7
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Wait | 0.4384845
SATSUMA(557kg) | Animations (UnityEngine.GameObject) | Jumping | Wear | -1
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | Removal | Fuel | 0
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | Removal | Random | 0
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 12
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 7000000
SATSUMA(557kg) | fuel tank(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | racing muffler(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | racing muffler(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | racing muffler(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 1600000
SATSUMA(557kg) | racing muffler(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
PLAYER | Hand (UnityEngine.GameObject) | PickUp | BreakForce | 1800
PLAYER | Hand (UnityEngine.GameObject) | PickUp | Distance | 0
PLAYER | Hand (UnityEngine.GameObject) | PickUp | PlayerStrenght | 80
PLAYER | Hand (UnityEngine.GameObject) | PickUp | RigidBodyMass | 0
PLAYER | Hand (UnityEngine.GameObject) | PickUp | ThrowStrenght | 0
PLAYER | Hand (UnityEngine.GameObject) | PickUp | WalkSpeedTool | 0.8
PLAYER | Hand (UnityEngine.GameObject) | Rotate object | RotationX | 0
PLAYER | Hand (UnityEngine.GameObject) | Rotate object | RotationY | 0
PLAYER | Hand (UnityEngine.GameObject) | Rotate object | Scroll | 0
PLAYER | SelectItem (UnityEngine.GameObject) | Selection | OldWrench | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | PlayerFunctions | PlayerSpeed | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkXmax | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkXmin | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkYmax | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkYmin | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkZmax | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | DrunkZmin | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | FishX | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | UpdateTime | 2
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | X | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | Y | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | Drunk Mode | Z | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | FovZoom | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | MouseNewX | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | MouseNewY | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | MouseSensX | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | MouseSensY | 0
PLAYER | FPSCamera (UnityEngine.GameObject) | CameraSettings | Zoom | 60
PLAYER | Rain (UnityEngine.GameObject) | Rain | Density | 0
PLAYER | Rain (UnityEngine.GameObject) | Rain | EaseTime | 2
PLAYER | Rain (UnityEngine.GameObject) | Rain | FogOff | 0.001
PLAYER | Rain (UnityEngine.GameObject) | Rain | FogOn | 0.02
PLAYER | Rain (UnityEngine.GameObject) | Rain | Glossiness | 0
PLAYER | Rain (UnityEngine.GameObject) | Rain | RainEmission | 0
PLAYER | Rain (UnityEngine.GameObject) | Rain | RainMaxEmission | 1500
PLAYER | Rain (UnityEngine.GameObject) | Rain | Volume | 0
PLAYER | PLAYER (UnityEngine.GameObject) | WalkSpeed | MoveSpeed | 2
PLAYER | PLAYER (UnityEngine.GameObject) | Swim | CharGravity | 20
PLAYER | PLAYER (UnityEngine.GameObject) | Swim | CharMaxFallSpeed | 20
PLAYER | PLAYER (UnityEngine.GameObject) | Swim | JumpBaseHeight | 0.5
PLAYER | PLAYER (UnityEngine.GameObject) | Swim | Pos | -10.88986
PLAYER | PLAYER (UnityEngine.GameObject) | Swim | Pos2 | 0
PLAYER | PLAYER (UnityEngine.GameObject) | Running | MoveSpeed | 2
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | CamPosCrouched1 | 0.85
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | CamPosCrouched2 | 0.3
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | CamPosStanding | 1.4
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | CrouchSpeed | 1
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | Position | 1.4
PLAYER | PLAYER (UnityEngine.GameObject) | Crouch | PositionCar | 0.6
PLAYER | PLAYER (UnityEngine.GameObject) | Reach | Position | 0
PLAYER | Drink (UnityEngine.GameObject) | Drink | KiljuAlc | 0
PLAYER | Drink (UnityEngine.GameObject) | Drink | KiljuSweetness | 0
PLAYER | Drink (UnityEngine.GameObject) | Drink | KiljuVinegar | 0
PLAYER | Drink (UnityEngine.GameObject) | Drink | KiljuYeast | 0
PLAYER | Piss (UnityEngine.GameObject) | Logic | Emission | 400
PLAYER | Piss (UnityEngine.GameObject) | Logic | EmptyRate | 0
PLAYER | Piss (UnityEngine.GameObject) | Logic | FluidRate | 0
PLAYER | Mosquito (UnityEngine.GameObject) | Move | PlayerMosquitoShield | 0
PLAYER | Mosquito (UnityEngine.GameObject) | Move | Time | 15.89338
PLAYER | Mosquito (UnityEngine.GameObject) | Move | X | 0
PLAYER | Mosquito (UnityEngine.GameObject) | Move | Y | 0
PLAYER | Mosquito (UnityEngine.GameObject) | Move | Z | 0
